location	variant	date	sequences
Nebraska	21K	2022-03-03	5
Nevada	21K	2022-03-03	7
New Hampshire	21K	2022-03-03	6
New Jersey	21K	2022-03-03	43
New Mexico	21K	2022-03-03	33
New York	21K	2022-03-03	105
North Carolina	21K	2022-03-03	130
North Dakota	21K	2022-03-03	18
Ohio	21K	2022-03-03	38
Oklahoma	21K	2022-03-03	7
Oregon	21K	2022-03-03	47
Pennsylvania	21K	2022-03-03	78
Puerto Rico	21K	2022-03-03	7
Rhode Island	21K	2022-03-03	17
South Carolina	21K	2022-03-03	21
South Dakota	21K	2022-03-03	1
Tennessee	21K	2022-03-03	30
Texas	21K	2022-03-03	119
USA	21K	2022-03-03	4
Utah	21K	2022-03-03	63
Vermont	21K	2022-03-03	11
Virginia	21K	2022-03-03	44
Washington	21K	2022-03-03	100
Washington DC	21K	2022-03-03	12
West Virginia	21K	2022-03-03	62
Wisconsin	21K	2022-03-03	52
Wyoming	21K	2022-03-03	5
Alabama	21K	2022-03-04	8
Alaska	21K	2022-03-04	16
Arizona	21K	2022-03-04	62
Arkansas	21K	2022-03-04	5
California	21K	2022-03-04	394
Colorado	21K	2022-03-04	119
Connecticut	21K	2022-03-04	29
Delaware	21K	2022-03-04	10
Florida	21K	2022-03-04	120
Georgia	21K	2022-03-04	49
Hawaii	21K	2022-03-04	20
Idaho	21K	2022-03-04	3
Illinois	21K	2022-03-04	51
Indiana	21K	2022-03-04	21
Iowa	21K	2022-03-04	12
Kansas	21K	2022-03-04	6
Kentucky	21K	2022-03-04	26
Louisiana	21K	2022-03-04	24
Maine	21K	2022-03-04	20
Maryland	21K	2022-03-04	15
Massachusetts	21K	2022-03-04	50
Michigan	21K	2022-03-04	64
Minnesota	21K	2022-03-04	69
Mississippi	21K	2022-03-04	128
Missouri	21K	2022-03-04	10
Montana	21K	2022-03-04	7
Nebraska	21K	2022-03-04	11
Nevada	21K	2022-03-04	23
New Hampshire	21K	2022-03-04	7
New Jersey	21K	2022-03-04	52
New Mexico	21K	2022-03-04	29
New York	21K	2022-03-04	88
North Carolina	21K	2022-03-04	96
North Dakota	21K	2022-03-04	11
Ohio	21K	2022-03-04	30
Oklahoma	21K	2022-03-04	8
Oregon	21K	2022-03-04	39
Pennsylvania	21K	2022-03-04	57
Puerto Rico	21K	2022-03-04	19
Rhode Island	21K	2022-03-04	10
South Carolina	21K	2022-03-04	11
Tennessee	21K	2022-03-04	17
Texas	21K	2022-03-04	148
USA	21K	2022-03-04	2
Utah	21K	2022-03-04	60
Vermont	21K	2022-03-04	29
Virginia	21K	2022-03-04	41
Washington	21K	2022-03-04	101
Washington DC	21K	2022-03-04	6
West Virginia	21K	2022-03-04	38
Wisconsin	21K	2022-03-04	38
Wyoming	21K	2022-03-04	5
Alabama	21K	2022-03-05	2
Alaska	21K	2022-03-05	6
Arizona	21K	2022-03-05	32
California	21K	2022-03-05	235
Colorado	21K	2022-03-05	81
Connecticut	21K	2022-03-05	26
Delaware	21K	2022-03-05	5
Florida	21K	2022-03-05	99
Georgia	21K	2022-03-05	27
Hawaii	21K	2022-03-05	5
Idaho	21K	2022-03-05	1
Illinois	21K	2022-03-05	53
Indiana	21K	2022-03-05	10
Iowa	21K	2022-03-05	3
Kentucky	21K	2022-03-05	8
Louisiana	21K	2022-03-05	15
Maine	21K	2022-03-05	7
Maryland	21K	2022-03-05	14
Massachusetts	21K	2022-03-05	73
Michigan	21K	2022-03-05	30
Minnesota	21K	2022-03-05	21
Mississippi	21K	2022-03-05	1
Missouri	21K	2022-03-05	16
Nebraska	21K	2022-03-05	3
Nevada	21K	2022-03-05	16
New Hampshire	21K	2022-03-05	6
New Jersey	21K	2022-03-05	38
New Mexico	21K	2022-03-05	15
New York	21K	2022-03-05	68
North Carolina	21K	2022-03-05	67
North Dakota	21K	2022-03-05	2
Ohio	21K	2022-03-05	19
Oklahoma	21K	2022-03-05	6
Oregon	21K	2022-03-05	18
Pennsylvania	21K	2022-03-05	57
Puerto Rico	21K	2022-03-05	6
Rhode Island	21K	2022-03-05	14
South Carolina	21K	2022-03-05	6
Tennessee	21K	2022-03-05	13
Texas	21K	2022-03-05	86
USA	21K	2022-03-05	1
Utah	21K	2022-03-05	39
Vermont	21K	2022-03-05	16
Virginia	21K	2022-03-05	47
Washington	21K	2022-03-05	131
Washington DC	21K	2022-03-05	4
West Virginia	21K	2022-03-05	17
Wisconsin	21K	2022-03-05	24
Wyoming	21K	2022-03-05	1
Alabama	21K	2022-03-06	4
Alaska	21K	2022-03-06	3
Arizona	21K	2022-03-06	20
Arkansas	21K	2022-03-06	2
California	21K	2022-03-06	212
Colorado	21K	2022-03-06	58
Connecticut	21K	2022-03-06	14
Delaware	21K	2022-03-06	4
Florida	21K	2022-03-06	79
Georgia	21K	2022-03-06	13
Hawaii	21K	2022-03-06	4
Idaho	21K	2022-03-06	1
Illinois	21K	2022-03-06	48
Indiana	21K	2022-03-06	4
Iowa	21K	2022-03-06	13
Kansas	21K	2022-03-06	2
Kentucky	21K	2022-03-06	9
Louisiana	21K	2022-03-06	15
Maine	21K	2022-03-06	7
Maryland	21K	2022-03-06	23
Massachusetts	21K	2022-03-06	78
Michigan	21K	2022-03-06	29
Minnesota	21K	2022-03-06	21
Mississippi	21K	2022-03-06	1
Missouri	21K	2022-03-06	6
Montana	21K	2022-03-06	1
Nebraska	21K	2022-03-06	5
Nevada	21K	2022-03-06	12
New Hampshire	21K	2022-03-06	1
New Jersey	21K	2022-03-06	26
New Mexico	21K	2022-03-06	13
New York	21K	2022-03-06	70
North Carolina	21K	2022-03-06	60
Ohio	21K	2022-03-06	10
Oklahoma	21K	2022-03-06	1
Oregon	21K	2022-03-06	16
Pennsylvania	21K	2022-03-06	51
Rhode Island	21K	2022-03-06	10
South Carolina	21K	2022-03-06	14
Tennessee	21K	2022-03-06	8
Texas	21K	2022-03-06	85
Utah	21K	2022-03-06	25
Vermont	21K	2022-03-06	7
Virginia	21K	2022-03-06	49
Washington	21K	2022-03-06	47
Washington DC	21K	2022-03-06	6
West Virginia	21K	2022-03-06	14
Wisconsin	21K	2022-03-06	14
Alabama	21K	2022-03-07	5
Alaska	21K	2022-03-07	22
Arizona	21K	2022-03-07	46
Arkansas	21K	2022-03-07	9
California	21K	2022-03-07	483
Colorado	21K	2022-03-07	190
Connecticut	21K	2022-03-07	53
Delaware	21K	2022-03-07	15
Florida	21K	2022-03-07	136
Georgia	21K	2022-03-07	36
Hawaii	21K	2022-03-07	11
Idaho	21K	2022-03-07	9
Illinois	21K	2022-03-07	75
Indiana	21K	2022-03-07	36
Iowa	21K	2022-03-07	26
Kansas	21K	2022-03-07	8
Kentucky	21K	2022-03-07	30
Louisiana	21K	2022-03-07	21
Maine	21K	2022-03-07	53
Maryland	21K	2022-03-07	45
Massachusetts	21K	2022-03-07	153
Michigan	21K	2022-03-07	59
Minnesota	21K	2022-03-07	83
Mississippi	21K	2022-03-07	3
Missouri	21K	2022-03-07	12
Montana	21K	2022-03-07	14
Nebraska	21K	2022-03-07	15
Nevada	21K	2022-03-07	37
New Hampshire	21K	2022-03-07	3
New Jersey	21K	2022-03-07	72
New Mexico	21K	2022-03-07	62
New York	21K	2022-03-07	117
North Carolina	21K	2022-03-07	104
North Dakota	21K	2022-03-07	19
Ohio	21K	2022-03-07	24
Oklahoma	21K	2022-03-07	5
Oregon	21K	2022-03-07	51
Pennsylvania	21K	2022-03-07	80
Puerto Rico	21K	2022-03-07	12
Rhode Island	21K	2022-03-07	24
South Carolina	21K	2022-03-07	13
Tennessee	21K	2022-03-07	12
Texas	21K	2022-03-07	133
USA	21K	2022-03-07	9
Utah	21K	2022-03-07	72
Vermont	21K	2022-03-07	62
Virginia	21K	2022-03-07	55
Washington	21K	2022-03-07	73
Washington DC	21K	2022-03-07	8
West Virginia	21K	2022-03-07	85
Wisconsin	21K	2022-03-07	69
Wyoming	21K	2022-03-07	16
Alabama	21K	2022-03-08	7
Alaska	21K	2022-03-08	10
Arizona	21K	2022-03-08	69
Arkansas	21K	2022-03-08	5
California	21K	2022-03-08	415
Colorado	21K	2022-03-08	124
Connecticut	21K	2022-03-08	47
Delaware	21K	2022-03-08	10
Florida	21K	2022-03-08	80
Georgia	21K	2022-03-08	17
Hawaii	21K	2022-03-08	10
Idaho	21K	2022-03-08	1
Illinois	21K	2022-03-08	56
Indiana	21K	2022-03-08	14
Iowa	21K	2022-03-08	12
Kansas	21K	2022-03-08	5
Kentucky	21K	2022-03-08	18
Louisiana	21K	2022-03-08	10
Maine	21K	2022-03-08	33
Maryland	21K	2022-03-08	20
Massachusetts	21K	2022-03-08	144
Michigan	21K	2022-03-08	55
Minnesota	21K	2022-03-08	19
Mississippi	21K	2022-03-08	2
Missouri	21K	2022-03-08	12
Montana	21K	2022-03-08	4
Nebraska	21K	2022-03-08	5
Nevada	21K	2022-03-08	2
New Hampshire	21K	2022-03-08	10
New Jersey	21K	2022-03-08	53
New Mexico	21K	2022-03-08	18
New York	21K	2022-03-08	106
North Carolina	21K	2022-03-08	59
North Dakota	21K	2022-03-08	14
Ohio	21K	2022-03-08	34
Oklahoma	21K	2022-03-08	5
Oregon	21K	2022-03-08	35
Pennsylvania	21K	2022-03-08	62
Puerto Rico	21K	2022-03-08	6
Rhode Island	21K	2022-03-08	15
South Carolina	21K	2022-03-08	14
South Dakota	21K	2022-03-08	1
Tennessee	21K	2022-03-08	19
Texas	21K	2022-03-08	84
USA	21K	2022-03-08	2
Utah	21K	2022-03-08	51
Vermont	21K	2022-03-08	26
Virginia	21K	2022-03-08	38
Washington	21K	2022-03-08	63
Washington DC	21K	2022-03-08	2
West Virginia	21K	2022-03-08	67
Wisconsin	21K	2022-03-08	74
Wyoming	21K	2022-03-08	1
Alabama	21K	2022-03-09	4
Alaska	21K	2022-03-09	11
Arizona	21K	2022-03-09	41
Arkansas	21K	2022-03-09	9
California	21K	2022-03-09	389
Colorado	21K	2022-03-09	148
Connecticut	21K	2022-03-09	37
Delaware	21K	2022-03-09	14
Florida	21K	2022-03-09	75
Georgia	21K	2022-03-09	14
Hawaii	21K	2022-03-09	15
Idaho	21K	2022-03-09	1
Illinois	21K	2022-03-09	70
Indiana	21K	2022-03-09	6
Iowa	21K	2022-03-09	6
Kansas	21K	2022-03-09	2
Kentucky	21K	2022-03-09	14
Louisiana	21K	2022-03-09	2
Maine	21K	2022-03-09	12
Maryland	21K	2022-03-09	22
Massachusetts	21K	2022-03-09	94
Michigan	21K	2022-03-09	59
Minnesota	21K	2022-03-09	27
Mississippi	21K	2022-03-09	3
Missouri	21K	2022-03-09	17
Montana	21K	2022-03-09	8
Nebraska	21K	2022-03-09	8
Nevada	21K	2022-03-09	4
New Hampshire	21K	2022-03-09	8
New Jersey	21K	2022-03-09	32
New Mexico	21K	2022-03-09	38
New York	21K	2022-03-09	127
North Carolina	21K	2022-03-09	43
North Dakota	21K	2022-03-09	10
Ohio	21K	2022-03-09	33
Oklahoma	21K	2022-03-09	2
Oregon	21K	2022-03-09	34
Pennsylvania	21K	2022-03-09	50
Puerto Rico	21K	2022-03-09	8
Rhode Island	21K	2022-03-09	23
South Carolina	21K	2022-03-09	11
Tennessee	21K	2022-03-09	8
Texas	21K	2022-03-09	67
Utah	21K	2022-03-09	29
Vermont	21K	2022-03-09	32
Virginia	21K	2022-03-09	32
Washington	21K	2022-03-09	74
Washington DC	21K	2022-03-09	5
West Virginia	21K	2022-03-09	32
Wisconsin	21K	2022-03-09	54
Wyoming	21K	2022-03-09	1
Alabama	21K	2022-03-10	2
Alaska	21K	2022-03-10	12
Arizona	21K	2022-03-10	22
Arkansas	21K	2022-03-10	3
California	21K	2022-03-10	289
Colorado	21K	2022-03-10	105
Connecticut	21K	2022-03-10	41
Delaware	21K	2022-03-10	7
Florida	21K	2022-03-10	82
Georgia	21K	2022-03-10	27
Hawaii	21K	2022-03-10	8
Idaho	21K	2022-03-10	1
Illinois	21K	2022-03-10	56
Indiana	21K	2022-03-10	11
Iowa	21K	2022-03-10	9
Kansas	21K	2022-03-10	4
Kentucky	21K	2022-03-10	21
Louisiana	21K	2022-03-10	15
Maine	21K	2022-03-10	32
Maryland	21K	2022-03-10	18
Massachusetts	21K	2022-03-10	108
Michigan	21K	2022-03-10	34
Minnesota	21K	2022-03-10	27
Mississippi	21K	2022-03-10	4
Missouri	21K	2022-03-10	10
Montana	21K	2022-03-10	1
Nebraska	21K	2022-03-10	3
New Hampshire	21K	2022-03-10	7
New Jersey	21K	2022-03-10	34
New Mexico	21K	2022-03-10	18
New York	21K	2022-03-10	104
North Carolina	21K	2022-03-10	50
North Dakota	21K	2022-03-10	15
Ohio	21K	2022-03-10	21
Oklahoma	21K	2022-03-10	3
Oregon	21K	2022-03-10	31
Pennsylvania	21K	2022-03-10	53
Puerto Rico	21K	2022-03-10	10
Rhode Island	21K	2022-03-10	19
South Carolina	21K	2022-03-10	13
Tennessee	21K	2022-03-10	15
Texas	21K	2022-03-10	63
USA	21K	2022-03-10	2
Utah	21K	2022-03-10	33
Vermont	21K	2022-03-10	54
Virginia	21K	2022-03-10	35
Washington	21K	2022-03-10	83
Washington DC	21K	2022-03-10	4
West Virginia	21K	2022-03-10	34
Wisconsin	21K	2022-03-10	59
Wyoming	21K	2022-03-10	1
Alabama	21K	2022-03-11	1
Alaska	21K	2022-03-11	14
Arizona	21K	2022-03-11	43
Arkansas	21K	2022-03-11	7
California	21K	2022-03-11	242
Colorado	21K	2022-03-11	102
Connecticut	21K	2022-03-11	45
Delaware	21K	2022-03-11	9
Florida	21K	2022-03-11	73
Georgia	21K	2022-03-11	15
Hawaii	21K	2022-03-11	7
Illinois	21K	2022-03-11	39
Indiana	21K	2022-03-11	7
Iowa	21K	2022-03-11	12
Kansas	21K	2022-03-11	2
Kentucky	21K	2022-03-11	9
Louisiana	21K	2022-03-11	14
Maine	21K	2022-03-11	19
Maryland	21K	2022-03-11	21
Massachusetts	21K	2022-03-11	115
Michigan	21K	2022-03-11	31
Minnesota	21K	2022-03-11	25
Missouri	21K	2022-03-11	8
Montana	21K	2022-03-11	4
Nebraska	21K	2022-03-11	2
Nevada	21K	2022-03-11	14
New Hampshire	21K	2022-03-11	1
New Jersey	21K	2022-03-11	14
New Mexico	21K	2022-03-11	28
New York	21K	2022-03-11	99
North Carolina	21K	2022-03-11	37
North Dakota	21K	2022-03-11	12
Ohio	21K	2022-03-11	16
Oklahoma	21K	2022-03-11	8
Oregon	21K	2022-03-11	21
Pennsylvania	21K	2022-03-11	48
Puerto Rico	21K	2022-03-11	9
Rhode Island	21K	2022-03-11	18
South Carolina	21K	2022-03-11	9
Tennessee	21K	2022-03-11	13
Texas	21K	2022-03-11	51
USA	21K	2022-03-11	1
Utah	21K	2022-03-11	17
Vermont	21K	2022-03-11	32
Virginia	21K	2022-03-11	41
Washington	21K	2022-03-11	51
Washington DC	21K	2022-03-11	7
West Virginia	21K	2022-03-11	20
Wisconsin	21K	2022-03-11	38
Wyoming	21K	2022-03-11	3
Alabama	21K	2022-03-12	1
Alaska	21K	2022-03-12	5
Arizona	21K	2022-03-12	16
California	21K	2022-03-12	156
Colorado	21K	2022-03-12	57
Connecticut	21K	2022-03-12	12
Delaware	21K	2022-03-12	3
Florida	21K	2022-03-12	41
Georgia	21K	2022-03-12	12
Hawaii	21K	2022-03-12	3
Idaho	21K	2022-03-12	1
Illinois	21K	2022-03-12	18
Indiana	21K	2022-03-12	9
Iowa	21K	2022-03-12	2
Kansas	21K	2022-03-12	3
Kentucky	21K	2022-03-12	3
Louisiana	21K	2022-03-12	4
Maryland	21K	2022-03-12	12
Massachusetts	21K	2022-03-12	64
Michigan	21K	2022-03-12	26
Minnesota	21K	2022-03-12	15
Missouri	21K	2022-03-12	7
Nebraska	21K	2022-03-12	2
Nevada	21K	2022-03-12	8
New Hampshire	21K	2022-03-12	1
New Jersey	21K	2022-03-12	26
New Mexico	21K	2022-03-12	18
New York	21K	2022-03-12	50
North Carolina	21K	2022-03-12	28
North Dakota	21K	2022-03-12	2
Ohio	21K	2022-03-12	6
Oklahoma	21K	2022-03-12	3
Oregon	21K	2022-03-12	13
Pennsylvania	21K	2022-03-12	33
Puerto Rico	21K	2022-03-12	4
Rhode Island	21K	2022-03-12	5
South Carolina	21K	2022-03-12	4
Tennessee	21K	2022-03-12	3
Texas	21K	2022-03-12	49
Utah	21K	2022-03-12	18
Vermont	21K	2022-03-12	8
Virginia	21K	2022-03-12	32
Washington	21K	2022-03-12	70
Washington DC	21K	2022-03-12	3
West Virginia	21K	2022-03-12	4
Wisconsin	21K	2022-03-12	15
Alabama	21K	2022-03-13	4
Alaska	21K	2022-03-13	1
Arizona	21K	2022-03-13	22
California	21K	2022-03-13	154
Colorado	21K	2022-03-13	50
Connecticut	21K	2022-03-13	21
Delaware	21K	2022-03-13	2
Florida	21K	2022-03-13	47
Georgia	21K	2022-03-13	11
Hawaii	21K	2022-03-13	4
Idaho	21K	2022-03-13	1
Illinois	21K	2022-03-13	26
Indiana	21K	2022-03-13	2
Iowa	21K	2022-03-13	2
Kansas	21K	2022-03-13	3
Kentucky	21K	2022-03-13	3
Louisiana	21K	2022-03-13	4
Maryland	21K	2022-03-13	16
Massachusetts	21K	2022-03-13	53
Michigan	21K	2022-03-13	30
Minnesota	21K	2022-03-13	14
Mississippi	21K	2022-03-13	1
Missouri	21K	2022-03-13	7
Montana	21K	2022-03-13	3
Nebraska	21K	2022-03-13	2
Nevada	21K	2022-03-13	8
New Hampshire	21K	2022-03-13	1
New Jersey	21K	2022-03-13	27
New Mexico	21K	2022-03-13	10
New York	21K	2022-03-13	60
North Carolina	21K	2022-03-13	16
North Dakota	21K	2022-03-13	2
Ohio	21K	2022-03-13	12
Oklahoma	21K	2022-03-13	2
Oregon	21K	2022-03-13	9
Pennsylvania	21K	2022-03-13	68
South Carolina	21K	2022-03-13	8
Texas	21K	2022-03-13	29
USA	21K	2022-03-13	1
Utah	21K	2022-03-13	22
Vermont	21K	2022-03-13	4
Virginia	21K	2022-03-13	28
Washington	21K	2022-03-13	32
West Virginia	21K	2022-03-13	4
Wisconsin	21K	2022-03-13	12
Alabama	21K	2022-03-14	1
Alaska	21K	2022-03-14	19
Arizona	21K	2022-03-14	51
Arkansas	21K	2022-03-14	7
California	21K	2022-03-14	228
Colorado	21K	2022-03-14	142
Connecticut	21K	2022-03-14	34
Delaware	21K	2022-03-14	7
Florida	21K	2022-03-14	89
Georgia	21K	2022-03-14	18
Hawaii	21K	2022-03-14	5
Illinois	21K	2022-03-14	57
Indiana	21K	2022-03-14	17
Iowa	21K	2022-03-14	12
Kansas	21K	2022-03-14	3
Kentucky	21K	2022-03-14	16
Louisiana	21K	2022-03-14	9
Maine	21K	2022-03-14	35
Maryland	21K	2022-03-14	21
Massachusetts	21K	2022-03-14	146
Michigan	21K	2022-03-14	47
Minnesota	21K	2022-03-14	31
Mississippi	21K	2022-03-14	4
Missouri	21K	2022-03-14	7
Montana	21K	2022-03-14	6
Nebraska	21K	2022-03-14	8
Nevada	21K	2022-03-14	12
New Hampshire	21K	2022-03-14	7
New Jersey	21K	2022-03-14	60
New Mexico	21K	2022-03-14	27
New York	21K	2022-03-14	122
North Carolina	21K	2022-03-14	55
North Dakota	21K	2022-03-14	13
Ohio	21K	2022-03-14	23
Oregon	21K	2022-03-14	23
Pennsylvania	21K	2022-03-14	60
Puerto Rico	21K	2022-03-14	21
Rhode Island	21K	2022-03-14	14
South Carolina	21K	2022-03-14	17
Tennessee	21K	2022-03-14	7
Texas	21K	2022-03-14	60
USA	21K	2022-03-14	1
Utah	21K	2022-03-14	39
Vermont	21K	2022-03-14	71
Virginia	21K	2022-03-14	44
Washington	21K	2022-03-14	100
Washington DC	21K	2022-03-14	4
West Virginia	21K	2022-03-14	47
Wisconsin	21K	2022-03-14	63
Wyoming	21K	2022-03-14	2
Alabama	21K	2022-03-15	4
Alaska	21K	2022-03-15	17
Arizona	21K	2022-03-15	35
Arkansas	21K	2022-03-15	3
California	21K	2022-03-15	162
Colorado	21K	2022-03-15	100
Connecticut	21K	2022-03-15	21
Delaware	21K	2022-03-15	4
Florida	21K	2022-03-15	77
Georgia	21K	2022-03-15	11
Hawaii	21K	2022-03-15	7
Idaho	21K	2022-03-15	1
Illinois	21K	2022-03-15	57
Indiana	21K	2022-03-15	9
Iowa	21K	2022-03-15	5
Kentucky	21K	2022-03-15	17
Louisiana	21K	2022-03-15	7
Maine	21K	2022-03-15	29
Maryland	21K	2022-03-15	21
Massachusetts	21K	2022-03-15	100
Michigan	21K	2022-03-15	54
Minnesota	21K	2022-03-15	22
Mississippi	21K	2022-03-15	5
Missouri	21K	2022-03-15	5
Montana	21K	2022-03-15	5
Nebraska	21K	2022-03-15	7
Nevada	21K	2022-03-15	11
New Hampshire	21K	2022-03-15	2
New Jersey	21K	2022-03-15	34
New Mexico	21K	2022-03-15	27
New York	21K	2022-03-15	87
North Carolina	21K	2022-03-15	51
North Dakota	21K	2022-03-15	10
Ohio	21K	2022-03-15	28
Oklahoma	21K	2022-03-15	2
Oregon	21K	2022-03-15	15
Pennsylvania	21K	2022-03-15	46
Puerto Rico	21K	2022-03-15	10
Rhode Island	21K	2022-03-15	9
South Carolina	21K	2022-03-15	10
Tennessee	21K	2022-03-15	9
Texas	21K	2022-03-15	54
Utah	21K	2022-03-15	33
Vermont	21K	2022-03-15	30
Virginia	21K	2022-03-15	40
Washington	21K	2022-03-15	62
Washington DC	21K	2022-03-15	10
West Virginia	21K	2022-03-15	22
Wisconsin	21K	2022-03-15	29
Wyoming	21K	2022-03-15	3
Alabama	21K	2022-03-16	2
Alaska	21K	2022-03-16	4
Arizona	21K	2022-03-16	17
Arkansas	21K	2022-03-16	2
California	21K	2022-03-16	207
Colorado	21K	2022-03-16	71
Connecticut	21K	2022-03-16	36
Delaware	21K	2022-03-16	12
Florida	21K	2022-03-16	50
Georgia	21K	2022-03-16	13
Hawaii	21K	2022-03-16	12
Idaho	21K	2022-03-16	1
Illinois	21K	2022-03-16	57
Indiana	21K	2022-03-16	13
Iowa	21K	2022-03-16	14
Kansas	21K	2022-03-16	1
Kentucky	21K	2022-03-16	11
Louisiana	21K	2022-03-16	13
Maine	21K	2022-03-16	8
Maryland	21K	2022-03-16	25
Massachusetts	21K	2022-03-16	123
Michigan	21K	2022-03-16	36
Minnesota	21K	2022-03-16	28
Mississippi	21K	2022-03-16	2
Missouri	21K	2022-03-16	11
Montana	21K	2022-03-16	1
Nebraska	21K	2022-03-16	3
Nevada	21K	2022-03-16	6
New Hampshire	21K	2022-03-16	3
New Jersey	21K	2022-03-16	45
New Mexico	21K	2022-03-16	31
New York	21K	2022-03-16	89
North Carolina	21K	2022-03-16	55
North Dakota	21K	2022-03-16	5
Ohio	21K	2022-03-16	14
Oklahoma	21K	2022-03-16	4
Oregon	21K	2022-03-16	20
Pennsylvania	21K	2022-03-16	40
Puerto Rico	21K	2022-03-16	16
Rhode Island	21K	2022-03-16	11
South Carolina	21K	2022-03-16	11
Tennessee	21K	2022-03-16	9
Texas	21K	2022-03-16	50
Utah	21K	2022-03-16	24
Vermont	21K	2022-03-16	28
Virginia	21K	2022-03-16	24
Washington	21K	2022-03-16	94
Washington DC	21K	2022-03-16	14
West Virginia	21K	2022-03-16	23
Wisconsin	21K	2022-03-16	45
Wyoming	21K	2022-03-16	1
Alabama	21K	2022-03-17	2
Alaska	21K	2022-03-17	9
Arizona	21K	2022-03-17	40
Arkansas	21K	2022-03-17	3
California	21K	2022-03-17	167
Colorado	21K	2022-03-17	81
Connecticut	21K	2022-03-17	22
Delaware	21K	2022-03-17	11
Florida	21K	2022-03-17	42
Georgia	21K	2022-03-17	9
Hawaii	21K	2022-03-17	7
Illinois	21K	2022-03-17	41
Indiana	21K	2022-03-17	11
Iowa	21K	2022-03-17	6
Kansas	21K	2022-03-17	1
Kentucky	21K	2022-03-17	9
Louisiana	21K	2022-03-17	7
Maine	21K	2022-03-17	26
Maryland	21K	2022-03-17	18
Massachusetts	21K	2022-03-17	87
Michigan	21K	2022-03-17	26
Minnesota	21K	2022-03-17	18
Mississippi	21K	2022-03-17	1
Missouri	21K	2022-03-17	10
Montana	21K	2022-03-17	2
Nebraska	21K	2022-03-17	4
Nevada	21K	2022-03-17	15
New Hampshire	21K	2022-03-17	3
New Jersey	21K	2022-03-17	32
New Mexico	21K	2022-03-17	26
New York	21K	2022-03-17	77
North Carolina	21K	2022-03-17	35
North Dakota	21K	2022-03-17	3
Ohio	21K	2022-03-17	18
Oklahoma	21K	2022-03-17	4
Oregon	21K	2022-03-17	13
Pennsylvania	21K	2022-03-17	39
Puerto Rico	21K	2022-03-17	8
Rhode Island	21K	2022-03-17	7
South Carolina	21K	2022-03-17	11
South Dakota	21K	2022-03-17	1
Tennessee	21K	2022-03-17	5
Texas	21K	2022-03-17	38
Utah	21K	2022-03-17	31
Vermont	21K	2022-03-17	47
Virginia	21K	2022-03-17	27
Washington	21K	2022-03-17	84
Washington DC	21K	2022-03-17	4
West Virginia	21K	2022-03-17	21
Wisconsin	21K	2022-03-17	31
Wyoming	21K	2022-03-17	1
Alabama	21K	2022-03-18	4
Alaska	21K	2022-03-18	3
Arizona	21K	2022-03-18	24
Arkansas	21K	2022-03-18	5
California	21K	2022-03-18	174
Colorado	21K	2022-03-18	80
Connecticut	21K	2022-03-18	18
Delaware	21K	2022-03-18	7
Florida	21K	2022-03-18	50
Georgia	21K	2022-03-18	19
Hawaii	21K	2022-03-18	9
Illinois	21K	2022-03-18	31
Indiana	21K	2022-03-18	11
Iowa	21K	2022-03-18	4
Kansas	21K	2022-03-18	1
Kentucky	21K	2022-03-18	8
Louisiana	21K	2022-03-18	5
Maine	21K	2022-03-18	17
Maryland	21K	2022-03-18	13
Massachusetts	21K	2022-03-18	93
Michigan	21K	2022-03-18	28
Minnesota	21K	2022-03-18	24
Missouri	21K	2022-03-18	6
Montana	21K	2022-03-18	3
Nebraska	21K	2022-03-18	2
Nevada	21K	2022-03-18	11
New Hampshire	21K	2022-03-18	2
New Jersey	21K	2022-03-18	18
New Mexico	21K	2022-03-18	15
New York	21K	2022-03-18	84
North Carolina	21K	2022-03-18	37
North Dakota	21K	2022-03-18	4
Ohio	21K	2022-03-18	18
Oklahoma	21K	2022-03-18	8
Oregon	21K	2022-03-18	24
Pennsylvania	21K	2022-03-18	28
Puerto Rico	21K	2022-03-18	9
Rhode Island	21K	2022-03-18	9
South Carolina	21K	2022-03-18	14
Tennessee	21K	2022-03-18	5
Texas	21K	2022-03-18	37
USA	21K	2022-03-18	1
Utah	21K	2022-03-18	33
Vermont	21K	2022-03-18	31
Virginia	21K	2022-03-18	20
Washington	21K	2022-03-18	42
Washington DC	21K	2022-03-18	7
West Virginia	21K	2022-03-18	22
Wisconsin	21K	2022-03-18	29
Alaska	21K	2022-03-19	4
Arizona	21K	2022-03-19	16
Arkansas	21K	2022-03-19	2
California	21K	2022-03-19	171
Colorado	21K	2022-03-19	44
Connecticut	21K	2022-03-19	21
Delaware	21K	2022-03-19	1
Florida	21K	2022-03-19	45
Georgia	21K	2022-03-19	11
Hawaii	21K	2022-03-19	4
Illinois	21K	2022-03-19	48
Indiana	21K	2022-03-19	3
Iowa	21K	2022-03-19	9
Kansas	21K	2022-03-19	2
Kentucky	21K	2022-03-19	1
Maryland	21K	2022-03-19	10
Massachusetts	21K	2022-03-19	55
Michigan	21K	2022-03-19	35
Minnesota	21K	2022-03-19	14
Missouri	21K	2022-03-19	6
Montana	21K	2022-03-19	2
Nebraska	21K	2022-03-19	1
Nevada	21K	2022-03-19	4
New Hampshire	21K	2022-03-19	4
New Jersey	21K	2022-03-19	23
New Mexico	21K	2022-03-19	10
New York	21K	2022-03-19	62
North Carolina	21K	2022-03-19	23
North Dakota	21K	2022-03-19	1
