location	variant	date	sequences
Canada	FL.2	2023-05-12	2
China	FL.2	2023-05-12	23
Japan	FL.2	2023-05-12	1
South Korea	FL.2	2023-05-12	2
Spain	FL.2	2023-05-12	1
USA	FL.2	2023-05-12	5
United Kingdom	FL.2	2023-05-12	1
Australia	FL.2	2023-05-13	1
China	FL.2	2023-05-13	25
France	FL.2	2023-05-13	1
Japan	FL.2	2023-05-13	3
South Korea	FL.2	2023-05-13	9
Spain	FL.2	2023-05-13	1
USA	FL.2	2023-05-13	5
United Kingdom	FL.2	2023-05-13	1
Australia	FL.2	2023-05-14	2
China	FL.2	2023-05-14	51
Israel	FL.2	2023-05-14	1
Japan	FL.2	2023-05-14	1
South Korea	FL.2	2023-05-14	2
Spain	FL.2	2023-05-14	1
USA	FL.2	2023-05-14	3
Australia	FL.2	2023-05-15	2
Canada	FL.2	2023-05-15	4
China	FL.2	2023-05-15	87
France	FL.2	2023-05-15	12
Japan	FL.2	2023-05-15	5
USA	FL.2	2023-05-15	4
United Kingdom	FL.2	2023-05-15	2
Australia	FL.2	2023-05-16	6
China	FL.2	2023-05-16	67
Germany	FL.2	2023-05-16	1
Japan	FL.2	2023-05-16	5
South Korea	FL.2	2023-05-16	7
USA	FL.2	2023-05-16	12
United Kingdom	FL.2	2023-05-16	4
Australia	FL.2	2023-05-17	1
China	FL.2	2023-05-17	53
France	FL.2	2023-05-17	1
Germany	FL.2	2023-05-17	1
Japan	FL.2	2023-05-17	2
South Korea	FL.2	2023-05-17	7
USA	FL.2	2023-05-17	7
United Kingdom	FL.2	2023-05-17	2
Australia	FL.2	2023-05-18	2
Canada	FL.2	2023-05-18	5
China	FL.2	2023-05-18	37
Germany	FL.2	2023-05-18	1
Japan	FL.2	2023-05-18	2
South Korea	FL.2	2023-05-18	3
USA	FL.2	2023-05-18	5
Australia	FL.2	2023-05-19	1
Canada	FL.2	2023-05-19	5
China	FL.2	2023-05-19	51
Germany	FL.2	2023-05-19	1
Japan	FL.2	2023-05-19	1
South Korea	FL.2	2023-05-19	5
USA	FL.2	2023-05-19	8
United Kingdom	FL.2	2023-05-19	2
Australia	FL.2	2023-05-20	3
China	FL.2	2023-05-20	35
Japan	FL.2	2023-05-20	3
South Korea	FL.2	2023-05-20	2
USA	FL.2	2023-05-20	5
Australia	FL.2	2023-05-21	1
Canada	FL.2	2023-05-21	1
China	FL.2	2023-05-21	29
France	FL.2	2023-05-21	1
South Korea	FL.2	2023-05-21	8
USA	FL.2	2023-05-21	3
Australia	FL.2	2023-05-22	2
Canada	FL.2	2023-05-22	2
China	FL.2	2023-05-22	71
France	FL.2	2023-05-22	11
Germany	FL.2	2023-05-22	1
Japan	FL.2	2023-05-22	5
South Korea	FL.2	2023-05-22	2
Spain	FL.2	2023-05-22	1
USA	FL.2	2023-05-22	9
United Kingdom	FL.2	2023-05-22	4
Australia	FL.2	2023-05-23	3
Canada	FL.2	2023-05-23	1
China	FL.2	2023-05-23	47
Japan	FL.2	2023-05-23	1
South Korea	FL.2	2023-05-23	10
Spain	FL.2	2023-05-23	2
USA	FL.2	2023-05-23	7
United Kingdom	FL.2	2023-05-23	2
Australia	FL.2	2023-05-24	2
Canada	FL.2	2023-05-24	1
China	FL.2	2023-05-24	58
South Korea	FL.2	2023-05-24	2
Spain	FL.2	2023-05-24	1
USA	FL.2	2023-05-24	3
United Kingdom	FL.2	2023-05-24	1
Australia	FL.2	2023-05-25	1
China	FL.2	2023-05-25	36
Germany	FL.2	2023-05-25	1
Japan	FL.2	2023-05-25	2
South Korea	FL.2	2023-05-25	8
Spain	FL.2	2023-05-25	1
USA	FL.2	2023-05-25	12
United Kingdom	FL.2	2023-05-25	2
Australia	FL.2	2023-05-26	1
Canada	FL.2	2023-05-26	2
China	FL.2	2023-05-26	29
Germany	FL.2	2023-05-26	2
Japan	FL.2	2023-05-26	3
South Korea	FL.2	2023-05-26	1
USA	FL.2	2023-05-26	3
United Kingdom	FL.2	2023-05-26	1
Canada	FL.2	2023-05-27	1
China	FL.2	2023-05-27	25
Japan	FL.2	2023-05-27	3
South Korea	FL.2	2023-05-27	1
USA	FL.2	2023-05-27	4
United Kingdom	FL.2	2023-05-27	1
Australia	FL.2	2023-05-28	2
Canada	FL.2	2023-05-28	2
China	FL.2	2023-05-28	30
Israel	FL.2	2023-05-28	1
Japan	FL.2	2023-05-28	2
South Korea	FL.2	2023-05-28	9
USA	FL.2	2023-05-28	3
Australia	FL.2	2023-05-29	1
China	FL.2	2023-05-29	74
Japan	FL.2	2023-05-29	6
South Korea	FL.2	2023-05-29	5
Spain	FL.2	2023-05-29	1
USA	FL.2	2023-05-29	7
United Kingdom	FL.2	2023-05-29	1
Australia	FL.2	2023-05-30	2
Canada	FL.2	2023-05-30	2
China	FL.2	2023-05-30	30
France	FL.2	2023-05-30	9
Japan	FL.2	2023-05-30	5
South Korea	FL.2	2023-05-30	5
Spain	FL.2	2023-05-30	2
USA	FL.2	2023-05-30	10
United Kingdom	FL.2	2023-05-30	1
Australia	FL.2	2023-05-31	3
Canada	FL.2	2023-05-31	1
China	FL.2	2023-05-31	32
France	FL.2	2023-05-31	1
Israel	FL.2	2023-05-31	1
Japan	FL.2	2023-05-31	3
South Korea	FL.2	2023-05-31	8
Spain	FL.2	2023-05-31	1
USA	FL.2	2023-05-31	12
United Kingdom	FL.2	2023-05-31	1
Australia	FL.2	2023-06-01	3
Canada	FL.2	2023-06-01	1
China	FL.2	2023-06-01	29
Japan	FL.2	2023-06-01	3
South Korea	FL.2	2023-06-01	6
Spain	FL.2	2023-06-01	1
USA	FL.2	2023-06-01	7
United Kingdom	FL.2	2023-06-01	1
Canada	FL.2	2023-06-02	1
China	FL.2	2023-06-02	34
Japan	FL.2	2023-06-02	3
South Korea	FL.2	2023-06-02	2
USA	FL.2	2023-06-02	8
United Kingdom	FL.2	2023-06-02	1
Australia	FL.2	2023-06-03	4
China	FL.2	2023-06-03	16
South Korea	FL.2	2023-06-03	5
USA	FL.2	2023-06-03	4
United Kingdom	FL.2	2023-06-03	3
Australia	FL.2	2023-06-04	1
Canada	FL.2	2023-06-04	2
China	FL.2	2023-06-04	25
Japan	FL.2	2023-06-04	1
South Korea	FL.2	2023-06-04	5
Spain	FL.2	2023-06-04	1
USA	FL.2	2023-06-04	6
Australia	FL.2	2023-06-05	1
Canada	FL.2	2023-06-05	2
China	FL.2	2023-06-05	50
France	FL.2	2023-06-05	8
Germany	FL.2	2023-06-05	1
Japan	FL.2	2023-06-05	10
South Korea	FL.2	2023-06-05	3
Spain	FL.2	2023-06-05	3
USA	FL.2	2023-06-05	13
United Kingdom	FL.2	2023-06-05	1
Australia	FL.2	2023-06-06	2
China	FL.2	2023-06-06	26
Mexico	FL.2	2023-06-06	1
South Korea	FL.2	2023-06-06	7
USA	FL.2	2023-06-06	13
United Kingdom	FL.2	2023-06-06	2
Australia	FL.2	2023-06-07	5
China	FL.2	2023-06-07	23
Germany	FL.2	2023-06-07	1
Israel	FL.2	2023-06-07	1
Japan	FL.2	2023-06-07	5
South Korea	FL.2	2023-06-07	11
USA	FL.2	2023-06-07	6
United Kingdom	FL.2	2023-06-07	2
Australia	FL.2	2023-06-08	4
China	FL.2	2023-06-08	17
Israel	FL.2	2023-06-08	1
Japan	FL.2	2023-06-08	6
South Korea	FL.2	2023-06-08	7
Spain	FL.2	2023-06-08	1
USA	FL.2	2023-06-08	9
Australia	FL.2	2023-06-09	6
Canada	FL.2	2023-06-09	2
China	FL.2	2023-06-09	16
Germany	FL.2	2023-06-09	1
Japan	FL.2	2023-06-09	4
South Korea	FL.2	2023-06-09	3
Spain	FL.2	2023-06-09	2
USA	FL.2	2023-06-09	8
United Kingdom	FL.2	2023-06-09	2
China	FL.2	2023-06-10	8
Germany	FL.2	2023-06-10	1
South Korea	FL.2	2023-06-10	5
USA	FL.2	2023-06-10	8
United Kingdom	FL.2	2023-06-10	1
Australia	FL.2	2023-06-11	2
Canada	FL.2	2023-06-11	1
China	FL.2	2023-06-11	19
France	FL.2	2023-06-11	1
South Korea	FL.2	2023-06-11	5
Spain	FL.2	2023-06-11	1
USA	FL.2	2023-06-11	4
United Kingdom	FL.2	2023-06-11	1
Australia	FL.2	2023-06-12	1
China	FL.2	2023-06-12	28
France	FL.2	2023-06-12	3
Germany	FL.2	2023-06-12	3
Japan	FL.2	2023-06-12	1
South Korea	FL.2	2023-06-12	6
Spain	FL.2	2023-06-12	3
USA	FL.2	2023-06-12	4
United Kingdom	FL.2	2023-06-12	2
Australia	FL.2	2023-06-13	1
China	FL.2	2023-06-13	19
Japan	FL.2	2023-06-13	3
South Korea	FL.2	2023-06-13	8
USA	FL.2	2023-06-13	6
United Kingdom	FL.2	2023-06-13	3
Australia	FL.2	2023-06-14	1
China	FL.2	2023-06-14	13
Japan	FL.2	2023-06-14	8
South Korea	FL.2	2023-06-14	6
USA	FL.2	2023-06-14	6
United Kingdom	FL.2	2023-06-14	2
Australia	FL.2	2023-06-15	2
Canada	FL.2	2023-06-15	1
China	FL.2	2023-06-15	9
Japan	FL.2	2023-06-15	4
South Korea	FL.2	2023-06-15	8
Spain	FL.2	2023-06-15	1
USA	FL.2	2023-06-15	8
Australia	FL.2	2023-06-16	4
China	FL.2	2023-06-16	20
Japan	FL.2	2023-06-16	8
South Korea	FL.2	2023-06-16	7
USA	FL.2	2023-06-16	4
United Kingdom	FL.2	2023-06-16	1
Australia	FL.2	2023-06-17	1
Canada	FL.2	2023-06-17	4
China	FL.2	2023-06-17	5
France	FL.2	2023-06-17	1
Japan	FL.2	2023-06-17	3
South Korea	FL.2	2023-06-17	3
Spain	FL.2	2023-06-17	2
USA	FL.2	2023-06-17	1
Canada	FL.2	2023-06-18	1
China	FL.2	2023-06-18	5
Japan	FL.2	2023-06-18	1
South Korea	FL.2	2023-06-18	5
USA	FL.2	2023-06-18	4
United Kingdom	FL.2	2023-06-18	1
Australia	FL.2	2023-06-19	1
Canada	FL.2	2023-06-19	3
China	FL.2	2023-06-19	27
France	FL.2	2023-06-19	3
Japan	FL.2	2023-06-19	5
South Korea	FL.2	2023-06-19	3
USA	FL.2	2023-06-19	5
Australia	FL.2	2023-06-20	1
China	FL.2	2023-06-20	14
France	FL.2	2023-06-20	1
Japan	FL.2	2023-06-20	6
South Korea	FL.2	2023-06-20	3
Spain	FL.2	2023-06-20	1
USA	FL.2	2023-06-20	6
United Kingdom	FL.2	2023-06-20	1
Australia	FL.2	2023-06-21	1
China	FL.2	2023-06-21	12
France	FL.2	2023-06-21	1
Japan	FL.2	2023-06-21	2
South Korea	FL.2	2023-06-21	1
Spain	FL.2	2023-06-21	3
USA	FL.2	2023-06-21	8
Australia	FL.2	2023-06-22	3
China	FL.2	2023-06-22	6
Germany	FL.2	2023-06-22	1
Japan	FL.2	2023-06-22	5
South Korea	FL.2	2023-06-22	11
USA	FL.2	2023-06-22	9
Australia	FL.2	2023-06-23	1
Canada	FL.2	2023-06-23	1
China	FL.2	2023-06-23	9
Japan	FL.2	2023-06-23	6
South Korea	FL.2	2023-06-23	7
Spain	FL.2	2023-06-23	1
USA	FL.2	2023-06-23	9
Australia	FL.2	2023-06-24	2
Canada	FL.2	2023-06-24	2
China	FL.2	2023-06-24	5
Japan	FL.2	2023-06-24	1
South Korea	FL.2	2023-06-24	1
USA	FL.2	2023-06-24	4
Australia	FL.2	2023-06-25	4
Canada	FL.2	2023-06-25	3
China	FL.2	2023-06-25	12
Japan	FL.2	2023-06-25	1
South Korea	FL.2	2023-06-25	2
USA	FL.2	2023-06-25	5
Canada	FL.2	2023-06-26	10
China	FL.2	2023-06-26	23
France	FL.2	2023-06-26	1
Germany	FL.2	2023-06-26	2
Japan	FL.2	2023-06-26	6
Mexico	FL.2	2023-06-26	1
South Korea	FL.2	2023-06-26	4
Spain	FL.2	2023-06-26	1
USA	FL.2	2023-06-26	5
Canada	FL.2	2023-06-27	2
China	FL.2	2023-06-27	15
Japan	FL.2	2023-06-27	4
South Korea	FL.2	2023-06-27	4
Spain	FL.2	2023-06-27	1
USA	FL.2	2023-06-27	7
Canada	FL.2	2023-06-28	2
China	FL.2	2023-06-28	6
Japan	FL.2	2023-06-28	3
South Korea	FL.2	2023-06-28	8
Spain	FL.2	2023-06-28	1
USA	FL.2	2023-06-28	9
Canada	FL.2	2023-06-29	1
China	FL.2	2023-06-29	5
Japan	FL.2	2023-06-29	3
Spain	FL.2	2023-06-29	2
USA	FL.2	2023-06-29	12
Australia	FL.2	2023-06-30	1
China	FL.2	2023-06-30	9
Japan	FL.2	2023-06-30	1
South Korea	FL.2	2023-06-30	4
USA	FL.2	2023-06-30	4
Australia	FL.2	2023-07-01	1
China	FL.2	2023-07-01	1
South Korea	FL.2	2023-07-01	6
USA	FL.2	2023-07-01	2
Canada	FL.2	2023-07-02	1
China	FL.2	2023-07-02	6
South Korea	FL.2	2023-07-02	4
USA	FL.2	2023-07-02	5
Australia	FL.2	2023-07-03	1
China	FL.2	2023-07-03	12
France	FL.2	2023-07-03	3
Japan	FL.2	2023-07-03	4
USA	FL.2	2023-07-03	9
United Kingdom	FL.2	2023-07-03	1
Australia	FL.2	2023-07-04	1
Canada	FL.2	2023-07-04	3
China	FL.2	2023-07-04	8
Japan	FL.2	2023-07-04	3
South Korea	FL.2	2023-07-04	8
China	FL.2	2023-07-05	8
Japan	FL.2	2023-07-05	1
South Korea	FL.2	2023-07-05	3
USA	FL.2	2023-07-05	3
United Kingdom	FL.2	2023-07-05	1
Australia	FL.2	2023-07-06	1
China	FL.2	2023-07-06	6
Japan	FL.2	2023-07-06	2
South Korea	FL.2	2023-07-06	1
USA	FL.2	2023-07-06	4
United Kingdom	FL.2	2023-07-06	1
Australia	FL.2	2023-07-07	1
China	FL.2	2023-07-07	2
Japan	FL.2	2023-07-07	5
South Korea	FL.2	2023-07-07	2
USA	FL.2	2023-07-07	7
United Kingdom	FL.2	2023-07-07	1
China	FL.2	2023-07-08	2
France	FL.2	2023-07-08	1
Japan	FL.2	2023-07-08	3
South Korea	FL.2	2023-07-08	2
USA	FL.2	2023-07-08	5
United Kingdom	FL.2	2023-07-08	2
Canada	FL.2	2023-07-09	1
China	FL.2	2023-07-09	4
South Korea	FL.2	2023-07-09	1
USA	FL.2	2023-07-09	7
Australia	FL.2	2023-07-10	2
China	FL.2	2023-07-10	4
France	FL.2	2023-07-10	2
Japan	FL.2	2023-07-10	7
South Korea	FL.2	2023-07-10	2
USA	FL.2	2023-07-10	7
United Kingdom	FL.2	2023-07-10	1
China	FL.2	2023-07-11	3
Japan	FL.2	2023-07-11	7
South Korea	FL.2	2023-07-11	9
USA	FL.2	2023-07-11	9
Australia	FL.2	2023-07-12	2
China	FL.2	2023-07-12	1
Japan	FL.2	2023-07-12	3
South Korea	FL.2	2023-07-12	1
USA	FL.2	2023-07-12	6
United Kingdom	FL.2	2023-07-12	3
Australia	FL.2	2023-07-13	2
Canada	FL.2	2023-07-13	1
China	FL.2	2023-07-13	5
Japan	FL.2	2023-07-13	3
USA	FL.2	2023-07-13	8
Australia	FL.2	2023-07-14	4
China	FL.2	2023-07-14	1
Japan	FL.2	2023-07-14	2
South Korea	FL.2	2023-07-14	2
USA	FL.2	2023-07-14	2
Australia	FL.2	2023-07-15	1
China	FL.2	2023-07-15	4
Japan	FL.2	2023-07-15	2
USA	FL.2	2023-07-15	10
Australia	FL.2	2023-07-16	2
China	FL.2	2023-07-16	3
Japan	FL.2	2023-07-16	1
South Korea	FL.2	2023-07-16	2
USA	FL.2	2023-07-16	2
France	FL.2	2023-07-17	2
Japan	FL.2	2023-07-17	5
South Korea	FL.2	2023-07-17	5
USA	FL.2	2023-07-17	7
Australia	FL.2	2023-07-18	1
Canada	FL.2	2023-07-18	1
China	FL.2	2023-07-18	7
Japan	FL.2	2023-07-18	2
South Korea	FL.2	2023-07-18	4
Spain	FL.2	2023-07-18	1
USA	FL.2	2023-07-18	7
Canada	FL.2	2023-07-19	3
China	FL.2	2023-07-19	4
Japan	FL.2	2023-07-19	4
South Korea	FL.2	2023-07-19	1
Spain	FL.2	2023-07-19	1
USA	FL.2	2023-07-19	13
United Kingdom	FL.2	2023-07-19	1
Canada	FL.2	2023-07-20	2
China	FL.2	2023-07-20	3
France	FL.2	2023-07-20	1
Japan	FL.2	2023-07-20	7
USA	FL.2	2023-07-20	12
Australia	FL.2	2023-07-21	1
China	FL.2	2023-07-21	1
Japan	FL.2	2023-07-21	3
USA	FL.2	2023-07-21	8
Canada	FL.2	2023-07-22	1
Japan	FL.2	2023-07-22	1
South Korea	FL.2	2023-07-22	4
USA	FL.2	2023-07-22	6
Australia	FL.2	2023-07-23	2
China	FL.2	2023-07-23	1
South Korea	FL.2	2023-07-23	3
USA	FL.2	2023-07-23	5
Australia	FL.2	2023-07-24	2
China	FL.2	2023-07-24	7
France	FL.2	2023-07-24	3
Japan	FL.2	2023-07-24	8
South Korea	FL.2	2023-07-24	3
Spain	FL.2	2023-07-24	1
USA	FL.2	2023-07-24	6
Canada	FL.2	2023-07-25	3
China	FL.2	2023-07-25	1
Japan	FL.2	2023-07-25	8
South Korea	FL.2	2023-07-25	5
USA	FL.2	2023-07-25	10
Canada	FL.2	2023-07-26	1
Japan	FL.2	2023-07-26	3
South Korea	FL.2	2023-07-26	2
USA	FL.2	2023-07-26	12
Australia	FL.2	2023-07-27	1
Canada	FL.2	2023-07-27	2
China	FL.2	2023-07-27	2
Japan	FL.2	2023-07-27	4
USA	FL.2	2023-07-27	13
China	FL.2	2023-07-28	1
Japan	FL.2	2023-07-28	6
South Korea	FL.2	2023-07-28	3
USA	FL.2	2023-07-28	14
Australia	FL.2	2023-07-29	1
China	FL.2	2023-07-29	3
Japan	FL.2	2023-07-29	4
South Korea	FL.2	2023-07-29	2
Spain	FL.2	2023-07-29	1
USA	FL.2	2023-07-29	3
China	FL.2	2023-07-30	4
Japan	FL.2	2023-07-30	1
South Korea	FL.2	2023-07-30	1
USA	FL.2	2023-07-30	8
United Kingdom	FL.2	2023-07-30	1
China	FL.2	2023-07-31	2
France	FL.2	2023-07-31	2
Japan	FL.2	2023-07-31	13
USA	FL.2	2023-07-31	7
Australia	FL.2	2023-08-01	2
Canada	FL.2	2023-08-01	3
China	FL.2	2023-08-01	2
Japan	FL.2	2023-08-01	1
South Korea	FL.2	2023-08-01	6
Spain	FL.2	2023-08-01	1
USA	FL.2	2023-08-01	12
Australia	FL.2	2023-08-02	2
Canada	FL.2	2023-08-02	1
China	FL.2	2023-08-02	2
Israel	FL.2	2023-08-02	1
South Korea	FL.2	2023-08-02	6
USA	FL.2	2023-08-02	10
United Kingdom	FL.2	2023-08-02	1
Australia	FL.2	2023-08-03	1
China	FL.2	2023-08-03	1
Israel	FL.2	2023-08-03	1
Japan	FL.2	2023-08-03	1
South Korea	FL.2	2023-08-03	1
USA	FL.2	2023-08-03	10
China	FL.2	2023-08-04	2
Israel	FL.2	2023-08-04	1
Japan	FL.2	2023-08-04	6
South Korea	FL.2	2023-08-04	1
USA	FL.2	2023-08-04	5
China	FL.2	2023-08-05	1
Japan	FL.2	2023-08-05	3
South Korea	FL.2	2023-08-05	2
USA	FL.2	2023-08-05	4
Canada	FL.2	2023-08-06	1
China	FL.2	2023-08-06	1
Japan	FL.2	2023-08-06	2
South Korea	FL.2	2023-08-06	5
USA	FL.2	2023-08-06	4
Australia	FL.2	2023-08-07	1
China	FL.2	2023-08-07	7
France	FL.2	2023-08-07	1
Israel	FL.2	2023-08-07	1
Japan	FL.2	2023-08-07	3
South Korea	FL.2	2023-08-07	2
USA	FL.2	2023-08-07	5
Australia	FL.2	2023-08-08	1
Canada	FL.2	2023-08-08	2
China	FL.2	2023-08-08	2
Japan	FL.2	2023-08-08	4
South Korea	FL.2	2023-08-08	1
Spain	FL.2	2023-08-08	2
USA	FL.2	2023-08-08	8
Australia	FL.2	2023-08-09	2
Canada	FL.2	2023-08-09	1
China	FL.2	2023-08-09	1
Israel	FL.2	2023-08-09	1
Japan	FL.2	2023-08-09	4
South Korea	FL.2	2023-08-09	5
Spain	FL.2	2023-08-09	1
USA	FL.2	2023-08-09	10
China	FL.2	2023-08-10	2
Japan	FL.2	2023-08-10	5
South Korea	FL.2	2023-08-10	2
USA	FL.2	2023-08-10	7
Australia	FL.2	2023-08-11	1
Canada	FL.2	2023-08-11	1
China	FL.2	2023-08-11	3
France	FL.2	2023-08-11	1
Japan	FL.2	2023-08-11	4
USA	FL.2	2023-08-11	3
Australia	FL.2	2023-08-12	1
Canada	FL.2	2023-08-12	1
China	FL.2	2023-08-12	1
Japan	FL.2	2023-08-12	4
USA	FL.2	2023-08-12	7
Canada	FL.2	2023-08-13	2
China	FL.2	2023-08-13	1
Japan	FL.2	2023-08-13	3
South Korea	FL.2	2023-08-13	1
USA	FL.2	2023-08-13	3
United Kingdom	FL.2	2023-08-13	2
China	FL.2	2023-08-14	4
France	FL.2	2023-08-14	1
Japan	FL.2	2023-08-14	7
South Korea	FL.2	2023-08-14	1
USA	FL.2	2023-08-14	10
Japan	FL.2	2023-08-15	1
South Korea	FL.2	2023-08-15	3
USA	FL.2	2023-08-15	3
Canada	FL.2	2023-08-16	3
China	FL.2	2023-08-16	1
Japan	FL.2	2023-08-16	6
USA	FL.2	2023-08-16	5
Australia	FL.2	2023-08-17	1
Canada	FL.2	2023-08-17	1
China	FL.2	2023-08-17	3
Japan	FL.2	2023-08-17	4
USA	FL.2	2023-08-17	3
Japan	FL.2	2023-08-18	6
South Korea	FL.2	2023-08-18	1
Spain	FL.2	2023-08-18	1
USA	FL.2	2023-08-18	6
Canada	FL.2	2023-08-19	2
China	FL.2	2023-08-19	1
Japan	FL.2	2023-08-19	2
USA	FL.2	2023-08-19	6
Australia	FL.2	2023-08-20	1
France	FL.2	2023-08-20	1
Japan	FL.2	2023-08-20	1
USA	FL.2	2023-08-20	6
China	FL.2	2023-08-21	2
France	FL.2	2023-08-21	1
Japan	FL.2	2023-08-21	4
USA	FL.2	2023-08-21	11
United Kingdom	FL.2	2023-08-21	1
Australia	FL.2	2023-08-22	1
Canada	FL.2	2023-08-22	2
China	FL.2	2023-08-22	2
Japan	FL.2	2023-08-22	6
South Korea	FL.2	2023-08-22	3
Spain	FL.2	2023-08-22	2
USA	FL.2	2023-08-22	9
Canada	FL.2	2023-08-23	1
China	FL.2	2023-08-23	1
Japan	FL.2	2023-08-23	1
USA	FL.2	2023-08-23	12
China	FL.2	2023-08-24	1
USA	FL.2	2023-08-24	6
United Kingdom	FL.2	2023-08-24	1
Japan	FL.2	2023-08-25	2
South Korea	FL.2	2023-08-25	1
USA	FL.2	2023-08-25	5
South Korea	FL.2	2023-08-26	2
USA	FL.2	2023-08-26	1
Canada	FL.2	2023-08-27	1
China	FL.2	2023-08-27	1
Japan	FL.2	2023-08-27	1
South Korea	FL.2	2023-08-27	1
USA	FL.2	2023-08-27	2
China	FL.2	2023-08-28	1
France	FL.2	2023-08-28	1
Japan	FL.2	2023-08-28	3
South Korea	FL.2	2023-08-28	2
USA	FL.2	2023-08-28	5
China	FL.2	2023-08-29	1
Japan	FL.2	2023-08-29	3
USA	FL.2	2023-08-29	2
China	FL.2	2023-08-30	2
Japan	FL.2	2023-08-30	1
USA	FL.2	2023-08-30	2
United Kingdom	FL.2	2023-08-30	1
Australia	FL.2	2023-08-31	1
Canada	FL.2	2023-08-31	1
China	FL.2	2023-08-31	2
Japan	FL.2	2023-08-31	3
USA	FL.2	2023-08-31	8
Canada	FL.2	2023-09-01	1
France	FL.2	2023-09-01	1
Japan	FL.2	2023-09-01	1
South Korea	FL.2	2023-09-01	1
Spain	FL.2	2023-09-01	2
USA	FL.2	2023-09-01	1
Australia	FL.2	2023-09-02	1
Canada	FL.2	2023-09-02	1
China	FL.2	2023-09-02	1
Japan	FL.2	2023-09-02	2
USA	FL.2	2023-09-02	2
China	FL.2	2023-09-03	1
France	FL.2	2023-09-03	1
Spain	FL.2	2023-09-03	1
United Kingdom	FL.2	2023-09-03	1
Canada	FL.2	2023-09-04	1
China	FL.2	2023-09-04	1
France	FL.2	2023-09-04	1
Japan	FL.2	2023-09-04	3
USA	FL.2	2023-09-04	3
China	FL.2	2023-09-05	1
Japan	FL.2	2023-09-05	2
South Korea	FL.2	2023-09-05	1
USA	FL.2	2023-09-05	8
Australia	FL.2	2023-09-06	1
Canada	FL.2	2023-09-06	4
Japan	FL.2	2023-09-06	3
South Korea	FL.2	2023-09-06	1
USA	FL.2	2023-09-06	4
United Kingdom	FL.2	2023-09-06	1
Australia	FL.2	2023-09-07	1
Canada	FL.2	2023-09-07	1
China	FL.2	2023-09-07	3
Japan	FL.2	2023-09-07	1
USA	FL.2	2023-09-07	1
United Kingdom	FL.2	2023-09-07	1
Australia	FL.2	2023-09-08	1
Canada	FL.2	2023-09-08	2
Japan	FL.2	2023-09-08	2
USA	FL.2	2023-09-08	3
United Kingdom	FL.2	2023-09-08	1
Australia	FL.2	2023-09-09	1
China	FL.2	2023-09-09	1
USA	FL.2	2023-09-09	1
Australia	FL.2	2023-09-10	1
Canada	FL.2	2023-09-10	3
China	FL.2	2023-09-10	1
South Korea	FL.2	2023-09-10	1
USA	FL.2	2023-09-10	2
Canada	FL.2	2023-09-11	3
France	FL.2	2023-09-11	1
Japan	FL.2	2023-09-11	3
South Korea	FL.2	2023-09-11	2
USA	FL.2	2023-09-11	6
Canada	FL.2	2023-09-12	3
Japan	FL.2	2023-09-12	2
Spain	FL.2	2023-09-12	1
USA	FL.2	2023-09-12	5
United Kingdom	FL.2	2023-09-12	2
China	FL.2	2023-09-13	3
USA	FL.2	2023-09-13	1
Germany	FL.2	2023-09-14	1
Japan	FL.2	2023-09-14	2
USA	FL.2	2023-09-14	2
Japan	FL.2	2023-09-15	3
South Korea	FL.2	2023-09-15	1
USA	FL.2	2023-09-15	5
United Kingdom	FL.2	2023-09-15	1
Canada	FL.2	2023-09-16	1
USA	FL.2	2023-09-16	1
Canada	FL.2	2023-09-17	1
China	FL.2	2023-09-17	1
USA	FL.2	2023-09-17	2
Canada	FL.2	2023-09-18	1
China	FL.2	2023-09-18	1
France	FL.2	2023-09-18	1
South Korea	FL.2	2023-09-18	1
USA	FL.2	2023-09-18	3
Canada	FL.2	2023-09-19	2
China	FL.2	2023-09-19	2
Japan	FL.2	2023-09-19	1
USA	FL.2	2023-09-19	1
Canada	FL.2	2023-09-20	1
China	FL.2	2023-09-20	1
Japan	FL.2	2023-09-20	3
USA	FL.2	2023-09-20	1
Canada	FL.2	2023-09-21	2
Japan	FL.2	2023-09-22	2
South Korea	FL.2	2023-09-22	1
South Korea	FL.2	2023-09-23	1
Canada	FL.2	2023-09-24	1
South Korea	FL.2	2023-09-24	1
China	FL.2	2023-09-25	1
France	FL.2	2023-09-25	1
Japan	FL.2	2023-09-25	2
South Korea	FL.2	2023-09-25	1
USA	FL.2	2023-09-25	2
Canada	FL.2	2023-09-26	1
Japan	FL.2	2023-09-26	2
United Kingdom	FL.2	2023-09-26	1
China	FL.2	2023-09-27	1
USA	FL.2	2023-09-27	1
Canada	FL.2	2023-09-28	2
USA	FL.2	2023-09-28	2
USA	FL.2	2023-09-29	2
Canada	FL.2	2023-09-30	1
China	FL.2	2023-09-30	1
South Korea	FL.2	2023-09-30	1
USA	FL.2	2023-09-30	3
Australia	FL.2	2023-10-01	2
South Korea	FL.2	2023-10-01	1
Canada	FL.2	2023-10-02	3
Japan	FL.2	2023-10-02	1
South Korea	FL.2	2023-10-02	1
USA	FL.2	2023-10-02	1
Japan	FL.2	2023-10-03	1
Canada	FL.2	2023-10-04	1
South Korea	FL.2	2023-10-04	2
USA	FL.2	2023-10-04	1
Canada	FL.2	2023-10-05	1
China	FL.2	2023-10-05	1
South Korea	FL.2	2023-10-05	1
Canada	FL.2	2023-10-07	1
